Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
South Africa,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,"1,331.51","1,426.45","1,537.15","1,652.60","1,786.42","1,921.84","2,062.26","2,211.82",2016
South Africa,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,33.175,32.962,33.153,33.232,33.286,33.18,32.991,32.778,2016
South Africa,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,-143.019,-152.78,-162.633,-167.659,-179.722,-182.866,-179.29,-172.366,2016
South Africa,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-3.563,-3.53,-3.508,-3.371,-3.349,-3.157,-2.868,-2.554,2016
South Africa,General government structural balance,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,-113.75,-122.015,-128.926,-133.283,-152.358,-161.87,-163.963,-164.199,2016
South Africa,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-2.821,-2.779,-2.725,-2.628,-2.8,-2.77,-2.61,-2.431,2016
South Africa,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,-10.449,-2.183,6.208,19.381,28.358,45.725,69.658,97.087,2016
South Africa,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-0.26,-0.05,0.134,0.39,0.528,0.789,1.114,1.439,2016
South Africa,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,"1,749.53","1,956.83","2,180.94","2,418.67","2,656.33","2,914.91","3,179.80","3,441.04",2016
South Africa,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,43.59,45.218,47.039,48.637,49.495,50.325,50.868,50.995,2016
South Africa,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,"1,997.89","2,183.97","2,427.24","2,684.57","2,923.47","3,158.26","3,393.05","3,624.18",2016
South Africa,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,49.778,50.467,52.351,53.983,54.473,54.527,54.28,53.709,2016
South Africa,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,"4,013.59","4,327.56","4,636.50","4,972.95","5,366.86","5,792.13","6,251.07","6,747.83",2016
South Africa,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2016 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: South African rand Data last updated: 03/2017",-13.95,-9.624,-10.822,-11.688,-12.847,-13.325,-13.875,-14.515,2016
South Africa,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.432,-3.272,-3.408,-3.575,-3.78,-3.77,-3.782,-3.815,2016
South Sudan,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2014 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 03/2017",20.544,17.702,17.078,16.892,17.546,18.778,19.348,20.106,2014
South Sudan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.173,-13.834,-3.528,-1.085,3.871,7.016,3.037,3.92,2014
South Sudan,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2014 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 03/2017",44.601,146.792,436.818,529.215,609.167,690.291,752.984,828.767,2014
South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.485,2.914,4.812,4.722,5.073,5.452,5.639,5.991,2014
South Sudan,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",217.095,829.227,"2,557.83","3,132.85","3,471.74","3,676.16","3,891.81","4,121.91",2014
South Sudan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,727.45","1,416.24","1,299.97","1,223.48","1,209.17","1,231.22","1,207.06","1,193.51",2008
South Sudan,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,750.20","11,743.84","33,251.12","38,329.68","41,979.40","45,261.57","46,976.47","49,195.39",2008
South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,049.77",233.145,366.309,342.02,349.616,357.459,351.794,355.65,2008
South Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.726,20.713,20.423,20.654,21.924,23.936,25.162,26.693,2014
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,994.97","1,657.08","1,554.64","1,495.91","1,510.85","1,569.42","1,569.79","1,584.47",2008
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.021,0.017,0.016,0.015,0.015,0.016,0.016,0.016,2011
South Sudan,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1.88,7.087,21.388,25.623,27.785,28.84,29.925,31.049,2014
South Sudan,Total investment,Percent of GDP,,"Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2014 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 03/2017",14.528,17.215,7.332,17.701,19.312,24.215,27.313,41.003,2014
South Sudan,Gross national savings,Percent of GDP,,"Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2014 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 03/2017",7.304,20.222,7.381,7.82,10.497,17.044,21.589,28.611,2014
